2025-10-24 00:03:50,27.5,93.9
2025-10-24 00:13:50,26.4,93.7
2025-10-24 00:23:50,27.6,93.8
2025-10-24 00:33:51,27.7,93.7
2025-10-24 00:44:06,27.6,93.6
2025-10-24 00:56:53,27.6,93.7
2025-10-24 01:06:53,27.6,95.4
2025-10-24 01:16:53,27.6,93.8
2025-10-24 01:26:58,27.6,93.9
2025-10-24 01:36:58,27.6,94.2
2025-10-24 01:47:03,27.6,94.3
2025-10-24 01:57:03,27.7,94.2
2025-10-24 02:07:13,27.7,94.2
2025-10-24 02:17:13,27.8,94.2
2025-10-24 02:27:14,27.8,94.2
2025-10-24 02:37:14,27.8,94.3
2025-10-24 02:47:14,27.9,94.4
2025-10-24 02:57:14,27.9,94.6
2025-10-24 03:07:14,28.1,94.8
2025-10-24 03:17:14,28.1,94.8
2025-10-24 03:27:19,28.2,94.8
2025-10-24 03:37:19,28.3,94.7
2025-10-24 03:47:19,28.5,94.7
2025-10-24 03:57:19,28.6,94.5
2025-10-24 04:07:30,28.8,94.2
2025-10-24 04:17:30,28.9,94.2
2025-10-24 04:27:30,29.0,94.3
2025-10-24 04:37:30,29.1,94.2
2025-10-24 04:47:30,29.2,94.1
2025-10-24 04:57:37,29.2,94.1
2025-10-24 05:07:37,29.4,94.3
2025-10-24 05:17:37,29.4,94.4
2025-10-24 05:27:37,29.5,94.4
2025-10-24 05:37:37,29.6,94.4
2025-10-24 05:47:42,29.6,94.2
2025-10-24 05:57:47,29.7,95.4
2025-10-24 06:07:52,29.8,93.6
2025-10-24 06:17:58,29.9,93.2
2025-10-24 06:28:03,30.0,92.9
2025-10-24 06:38:49,30.0,92.7
2025-10-24 06:48:49,30.1,92.5
2025-10-24 06:58:49,30.1,92.2
2025-10-24 07:08:49,30.2,92.2
2025-10-24 07:18:49,30.2,92.0
2025-10-24 07:28:49,30.2,91.9
2025-10-24 07:38:49,30.3,91.7
2025-10-24 07:48:49,30.4,91.6
2025-10-24 07:58:50,30.4,91.3
2025-10-24 08:08:50,30.5,91.7
2025-10-24 08:18:50,30.6,91.8
2025-10-24 08:28:50,30.5,92.2
2025-10-24 08:38:50,30.5,93.1
2025-10-24 08:48:55,30.5,93.4
2025-10-24 08:58:55,30.6,93.9
2025-10-24 09:08:55,30.6,93.9
2025-10-24 09:18:55,30.6,94.2
2025-10-24 09:29:00,30.6,94.1
2025-10-24 09:39:00,30.6,94.2
2025-10-24 09:49:00,30.6,94.1
2025-10-24 09:59:06,30.7,94.1
2025-10-24 10:09:06,30.6,94.1
2025-10-24 10:19:06,30.6,94.2
2025-10-24 10:29:31,30.8,94.3
2025-10-24 10:39:36,30.7,94.3
2025-10-24 10:49:41,30.6,93.6
2025-10-24 10:59:41,30.5,92.4
2025-10-24 11:10:42,30.6,92.2
2025-10-24 11:20:42,30.6,94.3
2025-10-24 11:30:43,30.5,94.1
2025-10-24 11:40:43,30.5,94.2
2025-10-24 11:50:43,30.5,94.7
2025-10-24 12:00:43,30.5,94.7
2025-10-24 12:10:43,30.5,94.2
2025-10-24 12:20:43,30.5,96.5
2025-10-24 12:30:43,30.5,94.6
2025-10-24 12:40:43,30.5,94.7
2025-10-24 12:50:43,30.5,96.3
2025-10-24 13:00:43,30.4,96.4
2025-10-24 13:10:43,29.3,95.0
